client_id,district_id,birth_date,female
922,22,1972-08-16,TRUE
923,22,1978-08-22,FALSE
924,1,1953-07-12,FALSE
925,54,1959-08-13,FALSE
926,1,1981-01-22,FALSE
927,1,1974-10-26,FALSE
928,66,1951-10-10,TRUE
929,30,1935-04-23,FALSE
930,68,1959-08-25,TRUE
931,16,1968-06-07,FALSE
932,3,1947-09-27,FALSE
933,33,1978-03-11,TRUE
934,33,1982-08-19,FALSE
935,42,1946-05-17,TRUE
936,42,1943-07-30,FALSE
937,1,1931-11-14,FALSE
938,59,1944-08-07,TRUE
939,21,1952-08-03,FALSE
940,53,1960-08-11,FALSE
941,10,1935-10-05,FALSE
942,12,1931-09-02,TRUE
943,12,1936-09-26,FALSE
944,39,1970-12-18,FALSE
945,39,1977-01-10,TRUE
946,54,1951-08-06,FALSE
948,49,1924-04-22,FALSE
949,3,1976-07-27,FALSE
950,76,1965-04-12,TRUE
951,76,1960-09-17,FALSE
952,63,1951-05-01,TRUE
953,25,1937-10-17,FALSE
954,1,1942-10-20,TRUE
955,57,1970-01-28,FALSE
956,1,1966-10-21,FALSE
957,56,1941-12-23,TRUE
958,56,1942-05-04,FALSE
959,11,1962-09-12,TRUE
960,16,1957-04-13,TRUE
961,15,1931-10-04,TRUE
962,19,1966-02-19,FALSE
963,64,1966-12-17,TRUE
964,10,1953-10-21,TRUE
965,13,1972-12-01,TRUE
966,13,1978-09-02,FALSE
967,76,1979-06-20,FALSE
968,69,1957-02-17,FALSE
970,36,1957-03-29,FALSE
971,46,1919-01-01,TRUE
972,46,1917-05-06,FALSE
973,14,1970-10-06,TRUE
974,14,1963-06-24,FALSE
975,1,1959-07-12,TRUE
976,16,1955-11-19,TRUE
977,76,1926-05-10,TRUE
978,56,1968-06-09,TRUE
979,56,1966-11-18,FALSE
980,40,1961-09-30,FALSE
981,5,1960-06-28,FALSE
984,20,1949-07-03,FALSE
985,20,1947-01-13,TRUE
986,74,1955-05-16,FALSE
987,60,1952-05-20,FALSE
988,40,1939-10-01,TRUE
989,40,1933-08-15,FALSE
990,71,1961-12-24,FALSE
991,32,1941-06-27,FALSE
992,19,1948-05-21,FALSE
993,44,1969-10-31,TRUE
994,36,1971-04-27,FALSE
995,36,1973-10-30,TRUE
996,1,1980-06-26,TRUE
997,59,1950-11-11,FALSE
998,59,1953-06-28,TRUE
999,74,1966-09-01,TRUE
1000,74,1961-10-27,FALSE
1001,44,1947-04-14,FALSE
1002,42,1944-03-08,TRUE
1003,31,1937-10-31,TRUE
1004,3,1957-09-25,FALSE
1006,46,1942-06-28,TRUE
1007,46,1938-01-05,FALSE
1008,6,1956-07-06,FALSE
1009,33,1962-04-27,TRUE
1010,33,1955-08-16,FALSE
1011,16,1939-07-13,FALSE
1012,70,1966-02-13,TRUE
1013,70,1973-03-12,FALSE
1014,1,1931-02-08,FALSE
1015,62,1934-03-13,FALSE
1016,62,1940-07-21,TRUE
1017,6,1943-02-12,TRUE
1018,53,1945-02-28,FALSE
1019,14,1946-12-22,TRUE
1020,72,1977-05-10,TRUE
1021,2,1977-08-05,FALSE
1022,31,1940-07-23,FALSE
1023,1,1938-12-28,FALSE
1024,25,1956-03-29,FALSE
1025,15,1964-07-08,FALSE
1026,57,1979-08-12,FALSE
1027,1,1940-11-04,TRUE
1028,1,1934-10-02,FALSE
1029,1,1954-03-16,TRUE
1030,1,1947-10-11,FALSE
1031,2,1968-12-11,TRUE
1032,1,1938-10-30,TRUE
1033,1,1937-10-14,FALSE
1034,52,1974-11-11,TRUE
1035,13,1971-03-28,TRUE
1036,13,1976-12-06,FALSE
1037,1,1965-11-01,TRUE
1038,69,1961-09-23,TRUE
1039,70,1980-10-11,TRUE
1040,1,1960-06-17,FALSE
1041,72,1961-07-05,FALSE
1042,17,1966-09-25,TRUE
1043,17,1963-11-16,FALSE
1044,9,1971-09-13,TRUE
1045,60,1947-12-24,TRUE
1046,1,1975-08-24,FALSE
1047,16,1963-07-11,TRUE
1048,70,1974-10-03,TRUE
1049,1,1942-11-11,FALSE
1050,27,1971-07-01,TRUE
1051,73,1971-08-26,TRUE
1052,56,1964-03-11,FALSE
1053,56,1958-06-03,TRUE
1054,63,1924-08-20,FALSE
1055,4,1919-05-17,FALSE
1056,1,1963-06-19,FALSE
1057,52,1939-02-21,FALSE
1058,9,1975-08-01,TRUE
1059,26,1960-06-03,FALSE
1060,26,1957-12-17,TRUE
1062,16,1975-01-08,FALSE
1063,16,1976-06-12,TRUE
1064,1,1951-02-03,TRUE
1065,2,1957-11-26,FALSE
1066,1,1940-10-18,FALSE
1067,1,1952-05-14,FALSE
1068,13,1926-10-20,TRUE
1069,54,1938-02-21,TRUE
1070,54,1938-12-02,FALSE
1071,43,1925-01-25,FALSE
1072,60,1966-12-08,TRUE
1073,34,1924-04-10,FALSE
1074,34,1928-08-25,TRUE
1075,65,1934-06-04,TRUE
1076,53,1979-05-11,TRUE
1077,46,1920-06-23,FALSE
1078,24,1978-12-15,TRUE
1079,3,1961-07-15,FALSE
1080,54,1950-10-06,TRUE
1081,71,1970-12-16,FALSE
1082,9,1967-02-23,FALSE
1083,48,1937-12-15,FALSE
1084,48,1944-04-09,TRUE
1085,60,1932-12-19,TRUE
1086,74,1973-05-04,FALSE
1087,74,1978-07-30,TRUE
1088,47,1969-08-23,TRUE
1089,1,1939-12-09,FALSE
1090,35,1939-06-20,TRUE
1091,59,1940-06-27,TRUE
1092,41,1962-07-20,TRUE
1093,62,1976-07-28,TRUE
1094,30,1960-10-04,TRUE
1095,30,1954-02-16,FALSE
1096,1,1926-03-03,TRUE
1097,1,1930-09-02,FALSE
1098,60,1948-09-10,TRUE
1099,65,1979-11-21,TRUE
1100,59,1951-07-04,FALSE
1101,74,1946-06-22,FALSE
1102,72,1935-01-29,FALSE
1103,1,1951-08-18,FALSE
1104,1,1955-02-09,TRUE
1105,56,1942-01-03,FALSE
1106,56,1940-02-25,TRUE
1107,60,1961-04-26,FALSE
1108,62,1955-12-22,TRUE
1109,58,1931-09-01,TRUE
1110,10,1928-03-24,TRUE
1111,61,1979-06-04,FALSE
1112,13,1930-07-25,TRUE
1113,11,1976-08-20,FALSE
1114,59,1980-06-18,FALSE
1115,36,1920-08-24,TRUE
1116,69,1973-04-19,TRUE
1117,20,1976-11-01,TRUE
1118,20,1969-11-03,FALSE
1119,54,1980-01-05,TRUE
1120,41,1973-10-21,TRUE
1121,59,1939-03-02,FALSE
1122,20,1921-02-18,FALSE
1123,20,1922-08-26,TRUE
1124,21,1928-04-12,FALSE
1125,9,1934-03-30,TRUE
1126,9,1935-10-23,FALSE
1127,23,1974-11-12,FALSE
1128,7,1930-07-16,FALSE
1129,43,1931-09-24,FALSE
1130,70,1940-11-26,TRUE
1131,55,1947-10-28,TRUE
1132,55,1948-03-21,FALSE
1133,37,1958-09-15,TRUE
1134,37,1959-10-01,FALSE
1135,8,1952-07-21,FALSE
1136,9,1976-09-18,TRUE
1137,1,1977-03-05,TRUE
1138,70,1970-09-30,TRUE
1139,70,1973-09-22,FALSE
1140,18,1946-02-24,FALSE
1141,21,1941-04-22,TRUE
1142,59,1946-11-19,TRUE
1143,59,1946-05-15,FALSE
1145,58,1968-09-14,TRUE
1146,54,1965-11-14,FALSE
1147,3,1930-05-12,FALSE
1148,41,1941-05-15,FALSE
1149,14,1976-09-25,TRUE
1150,74,1945-06-24,TRUE
1151,59,1973-03-06,FALSE
1152,74,1981-03-12,FALSE
1153,70,1980-11-15,TRUE
1154,72,1924-01-31,FALSE
1155,72,1922-07-10,TRUE
1156,1,1933-11-11,TRUE
1157,4,1958-12-30,TRUE
1158,1,1954-08-21,TRUE
1159,64,1944-02-03,FALSE
1160,64,1938-07-28,TRUE
1161,7,1973-05-25,FALSE
1162,26,1975-02-19,TRUE
1163,20,1964-08-28,FALSE
1164,15,1959-09-14,TRUE
1165,15,1942-10-02,TRUE
1166,74,1959-06-27,FALSE
1167,74,1954-03-17,TRUE
1168,19,1978-05-31,FALSE
1169,18,1941-01-24,TRUE
1170,12,1977-04-28,FALSE
1171,46,1974-03-28,TRUE
1172,54,1923-06-13,TRUE
1173,54,1922-06-02,FALSE
1174,29,1970-03-13,TRUE
1175,1,1925-10-25,FALSE
1176,1,1918-08-31,TRUE
1177,77,1939-06-21,TRUE
1178,1,1971-10-04,TRUE
1179,1,1930-10-05,TRUE
1180,21,1944-10-06,FALSE
1181,1,1939-11-12,FALSE
1182,66,1946-10-16,TRUE
1183,54,1942-11-29,FALSE
1186,2,1947-08-05,TRUE
1187,32,1961-09-06,TRUE
1188,32,1968-09-19,FALSE
1189,74,1932-02-15,TRUE
1190,15,1976-04-12,TRUE
1191,15,1977-06-02,FALSE
1192,10,1925-01-01,TRUE
1193,19,1926-01-29,FALSE
1194,17,1939-06-14,TRUE
1195,39,1939-01-22,TRUE
1196,22,1943-04-16,FALSE
1197,6,1966-10-02,TRUE
1198,72,1975-02-17,TRUE
1199,64,1976-10-24,TRUE
1200,47,1931-11-17,TRUE
1201,54,1945-09-10,FALSE
1202,47,1980-10-11,TRUE
1204,77,1974-11-09,TRUE
1206,50,1957-06-21,FALSE
1207,28,1939-09-17,TRUE
1208,70,1975-09-01,TRUE
1209,36,1957-04-09,TRUE
1210,6,1961-10-12,FALSE
1211,1,1978-07-14,FALSE
1212,13,1927-09-19,TRUE
1213,1,1966-04-28,FALSE
1214,61,1940-11-15,FALSE
1215,45,1944-05-06,FALSE
1216,65,1945-06-12,TRUE
1217,59,1937-04-17,FALSE
1218,74,1980-05-27,FALSE
1219,1,1944-07-31,FALSE
1220,40,1953-12-16,TRUE
1221,14,1973-05-18,TRUE
1222,7,1939-11-30,TRUE
1223,14,1955-08-13,TRUE
1224,56,1938-05-12,FALSE
1225,42,1946-08-21,FALSE
1226,33,1951-04-14,TRUE
1227,33,1955-10-02,FALSE
1228,21,1949-08-28,TRUE
1229,19,1971-02-02,FALSE
1231,20,1965-09-27,TRUE
1232,20,1959-04-13,FALSE
1233,68,1942-10-22,FALSE
1234,23,1975-01-15,FALSE
1235,23,1979-07-12,TRUE
1236,26,1967-04-28,TRUE
1237,57,1923-11-07,FALSE
1238,74,1935-09-01,FALSE
1239,11,1976-09-09,TRUE
1240,32,1976-08-24,TRUE
1241,73,1942-12-17,TRUE
1242,73,1944-08-21,TRUE
1243,11,1974-10-05,TRUE
1244,1,1964-05-02,FALSE
1245,64,1979-08-13,FALSE
1246,70,1962-11-19,FALSE
1247,70,1969-10-09,TRUE
1248,19,1971-06-24,FALSE
1250,43,1952-08-01,TRUE
1251,1,1959-05-30,FALSE
1252,1,1953-08-19,TRUE
1253,14,1967-08-28,TRUE
1254,3,1939-08-31,TRUE
1255,1,1966-08-07,TRUE
1256,46,1955-11-13,TRUE
1257,35,1928-09-01,TRUE
1258,35,1924-09-20,FALSE
1259,18,1966-09-29,FALSE
1260,57,1945-01-03,TRUE
1261,57,1951-09-28,FALSE
1262,35,1952-04-03,FALSE
1263,35,1959-02-25,TRUE
1264,61,1976-10-03,TRUE
1265,57,1958-12-21,TRUE
1266,71,1952-11-24,TRUE
1267,29,1954-02-11,TRUE
1268,29,1949-03-30,FALSE
1269,1,1948-12-31,TRUE
1270,13,1930-05-16,FALSE
1271,47,1935-11-29,FALSE
1272,8,1944-04-15,FALSE
1273,6,1978-06-15,FALSE
1274,44,1976-01-25,FALSE
1275,1,1951-10-10,TRUE
1276,68,1942-04-26,TRUE
1277,70,1931-04-07,FALSE
1278,72,1978-09-12,FALSE
1279,16,1956-07-11,FALSE
1280,34,1952-05-08,FALSE
1281,34,1949-12-28,TRUE
1282,52,1936-11-27,FALSE
1283,66,1939-02-09,TRUE
1284,66,1943-08-04,FALSE
1285,62,1939-11-26,FALSE
1286,52,1950-03-13,TRUE
1287,65,1944-08-09,TRUE
1288,73,1972-05-20,FALSE
1289,59,1946-09-18,FALSE
1290,35,1976-01-29,FALSE
1291,1,1964-04-18,TRUE
1292,14,1977-04-28,FALSE
1293,1,1927-01-29,FALSE
1294,1,1930-05-29,TRUE
1295,74,1944-02-09,TRUE
1296,55,1959-08-01,TRUE
1297,64,1918-01-28,TRUE
1298,64,1921-03-15,FALSE
1299,2,1920-10-16,TRUE
1300,45,1979-10-27,FALSE
1303,42,1940-08-16,TRUE
1304,37,1936-07-28,FALSE
1305,55,1945-04-28,TRUE
1306,32,1922-10-08,TRUE
1307,74,1953-04-08,FALSE
1308,69,1954-02-18,FALSE
1309,1,1975-06-17,FALSE
1310,41,1977-09-24,TRUE
1311,54,1956-12-18,TRUE
1312,35,1935-04-03,TRUE
1313,54,1970-11-20,FALSE
1314,54,1975-06-09,TRUE
1315,34,1923-02-26,FALSE
1316,67,1946-11-13,TRUE
1317,67,1945-05-18,FALSE
1318,47,1931-03-10,FALSE
1321,35,1977-11-09,TRUE
1322,4,1945-09-22,TRUE
1323,70,1944-01-06,FALSE
1324,66,1956-08-07,TRUE
1325,39,1945-09-19,FALSE
1326,55,1956-05-12,TRUE
1327,20,1963-12-31,TRUE
1328,42,1937-06-05,TRUE
1329,26,1918-02-16,FALSE
1330,66,1968-09-17,FALSE
1331,54,1963-11-24,FALSE
1332,5,1957-11-27,TRUE
1333,48,1949-04-20,FALSE
1334,8,1978-02-06,FALSE
1335,1,1961-01-25,TRUE
1336,1,1962-11-04,FALSE
1337,56,1979-03-29,TRUE
1338,56,1983-07-26,FALSE
1339,22,1959-05-04,FALSE
1340,68,1939-03-20,TRUE
1341,69,1962-06-17,TRUE
1343,1,1939-08-16,TRUE
1344,1,1935-02-18,FALSE
1345,32,1968-05-22,FALSE
1346,13,1954-08-29,FALSE
1347,13,1970-03-06,FALSE
1348,13,1975-06-07,TRUE
1349,26,1968-01-07,TRUE
1350,1,1959-04-28,FALSE
1351,1,1951-09-24,TRUE
1352,54,1971-04-01,TRUE
1353,27,1959-02-13,FALSE
1354,64,1921-01-14,FALSE
1355,35,1976-02-01,TRUE
1356,1,1932-09-18,FALSE
1359,1,1951-09-04,TRUE
1360,1,1946-08-19,FALSE
1361,1,1922-09-29,TRUE
1362,1,1929-01-03,FALSE
1363,6,1979-12-27,TRUE
1364,1,1933-12-28,FALSE
1365,1,1938-02-23,TRUE
1366,12,1980-03-02,TRUE
1367,60,1965-10-27,TRUE
1368,60,1957-12-30,FALSE
1369,41,1978-10-23,FALSE
1370,34,1965-01-11,TRUE
1371,49,1948-10-22,TRUE
1372,28,1976-12-07,TRUE
1373,74,1975-02-08,TRUE
1375,69,1977-01-27,FALSE
1376,18,1958-09-03,FALSE
1377,18,1951-07-23,TRUE
1378,74,1941-11-25,TRUE
1379,74,1937-02-18,FALSE
1380,44,1953-07-29,TRUE
1382,18,1979-11-23,TRUE
1383,29,1982-10-05,FALSE
1384,40,1953-04-24,TRUE
1385,22,1953-08-30,FALSE
1386,22,1956-08-09,TRUE
1387,1,1977-02-22,TRUE
1388,5,1962-09-06,TRUE
1389,43,1927-03-04,TRUE
1390,59,1979-05-27,TRUE
1391,41,1965-11-22,FALSE
1392,50,1932-02-06,FALSE
1393,50,1934-05-01,TRUE
1394,49,1942-08-22,TRUE
1395,49,1941-10-18,FALSE
1396,39,1946-03-14,TRUE
1397,66,1921-12-25,TRUE
1401,35,1981-07-24,FALSE
1402,44,1936-11-25,FALSE
1403,44,1944-01-02,TRUE
1404,11,1968-12-20,TRUE
1406,29,1948-11-12,TRUE
1407,29,1941-08-04,FALSE
1408,49,1969-08-07,FALSE
1409,25,1951-04-30,FALSE
1410,18,1944-02-03,FALSE
1411,18,1939-08-06,TRUE
1412,6,1979-11-05,FALSE
1413,11,1969-07-16,TRUE
1414,70,1974-11-13,TRUE
1416,19,1927-12-02,FALSE
1417,27,1966-11-12,TRUE
1418,41,1974-06-16,TRUE
1419,74,1918-01-25,TRUE
1420,74,1916-01-20,FALSE
1421,20,1956-02-10,TRUE
1422,69,1976-02-23,TRUE
1423,69,1982-04-11,FALSE
1424,8,1952-01-05,FALSE
1425,12,1968-08-27,FALSE
1426,12,1964-04-30,TRUE
1427,14,1965-12-16,TRUE
1428,12,1920-04-23,FALSE
1429,12,1927-09-04,TRUE
1430,64,1982-05-29,TRUE
1431,55,1930-11-08,TRUE
1432,16,1961-08-17,TRUE
1433,72,1959-07-10,TRUE
1434,72,1967-03-25,FALSE
1435,52,1953-06-25,FALSE
1438,29,1963-10-25,TRUE
1439,29,1974-09-10,FALSE
1440,1,1978-01-17,FALSE
1441,42,1931-12-05,TRUE
1442,42,1933-04-18,FALSE
1443,29,1935-01-25,FALSE
1444,29,1942-07-14,TRUE
1445,68,1941-07-24,FALSE
1446,70,1954-07-29,FALSE
1447,70,1952-06-21,TRUE
1448,50,1957-10-09,TRUE
1449,41,1949-06-29,FALSE
1450,61,1969-03-17,TRUE
1452,72,1940-05-28,TRUE
1453,29,1966-03-29,TRUE
1454,73,1925-10-03,FALSE
1455,73,1927-09-02,TRUE
1456,70,1928-04-24,FALSE
1457,70,1934-10-12,TRUE
1458,67,1938-04-08,FALSE
1459,4,1976-09-08,FALSE
1460,23,1933-03-13,TRUE
1461,28,1969-12-21,FALSE
1462,49,1941-03-02,FALSE
1463,70,1936-01-26,TRUE
1464,36,1928-04-01,TRUE
1465,36,1931-01-06,FALSE
1466,39,1953-08-22,FALSE
1467,65,1924-09-30,FALSE
1468,77,1940-04-16,TRUE
1469,54,1966-09-14,TRUE
1470,1,1942-05-04,FALSE
1471,1,1938-09-15,TRUE
1472,1,1967-09-10,TRUE
1473,1,1931-12-06,TRUE
1474,45,1971-12-15,TRUE
1475,19,1932-03-31,FALSE
1476,70,1970-11-30,FALSE
1478,4,1969-08-21,FALSE
1479,1,1956-06-22,FALSE
1480,69,1943-05-28,FALSE
1481,62,1933-11-23,TRUE
1482,46,1950-03-28,TRUE
1483,1,1951-05-10,TRUE
1484,1,1952-06-18,FALSE
1485,7,1978-05-14,FALSE
1486,7,1974-09-13,TRUE
1487,48,1976-08-27,TRUE
1488,31,1961-01-09,FALSE
1489,6,1928-01-24,FALSE
1490,42,1928-04-20,FALSE
1491,19,1982-04-21,FALSE
1492,9,1968-05-09,TRUE
1493,1,1922-12-29,FALSE
1494,1,1915-03-22,TRUE
1495,1,1931-02-10,TRUE
1496,1,1942-06-08,TRUE
1497,53,1948-08-03,TRUE
1498,53,1941-02-09,FALSE
1499,74,1951-11-29,TRUE
1500,1,1981-12-12,FALSE
1501,68,1946-01-22,FALSE
1502,68,1973-01-24,FALSE
1503,58,1922-09-01,FALSE
1504,58,1918-01-16,TRUE
1505,65,1971-06-25,TRUE
1506,22,1931-06-25,FALSE
1507,22,1929-11-22,TRUE
1508,67,1954-06-30,TRUE
1509,62,1942-04-19,TRUE
1510,34,1948-01-30,TRUE
1511,13,1962-03-06,TRUE
1512,5,1942-08-11,TRUE
1513,74,1959-08-21,FALSE
1514,68,1957-08-02,FALSE
1516,38,1946-10-17,TRUE
1517,66,1956-10-02,FALSE
1518,3,1960-07-28,TRUE
1519,3,1959-07-06,FALSE
1520,72,1956-11-05,FALSE
1521,5,1979-10-10,FALSE
1522,52,1968-05-14,TRUE
1523,29,1931-08-30,TRUE
1524,30,1962-01-13,TRUE
1525,1,1943-03-09,FALSE
1526,1,1935-03-15,TRUE
1527,49,1934-12-18,FALSE
1528,57,1964-03-20,FALSE
1529,43,1972-06-20,TRUE
1530,74,1945-08-06,TRUE
1531,52,1960-06-28,TRUE
1532,52,1962-10-30,FALSE
1533,55,1960-12-22,FALSE
1534,17,1952-12-22,TRUE
1535,40,1936-10-28,FALSE
1536,37,1967-10-13,TRUE
1537,54,1979-12-07,FALSE
1539,32,1923-11-19,FALSE
1540,36,1937-11-07,FALSE
1541,36,1933-03-06,TRUE
1542,31,1919-12-08,FALSE
1543,31,1927-06-02,TRUE
1546,28,1930-04-13,FALSE
1547,28,1927-12-20,TRUE
1548,70,1923-03-04,FALSE
1549,70,1928-11-14,TRUE
1550,8,1946-11-21,TRUE
1554,55,1944-12-15,FALSE
1555,30,1950-09-14,FALSE
1556,66,1950-04-02,FALSE
1557,35,1959-12-14,TRUE
1558,11,1927-01-25,TRUE
1559,72,1940-10-20,FALSE
1561,1,1923-09-16,TRUE
1562,1,1919-08-14,FALSE
1563,3,1978-08-06,FALSE
1564,40,1947-06-25,TRUE
1565,71,1960-05-19,FALSE
1566,15,1966-10-20,TRUE
1567,50,1930-04-19,FALSE
1568,50,1927-06-29,TRUE
1569,54,1956-07-17,TRUE
1570,54,1958-06-17,FALSE
1571,7,1967-10-15,TRUE
1572,1,1963-12-12,TRUE
1574,18,1979-02-18,FALSE
1575,55,1923-10-06,TRUE
1576,55,1919-05-02,FALSE
1577,23,1944-04-19,FALSE
1578,40,1971-08-15,TRUE
1579,27,1963-10-13,FALSE
1580,1,1968-06-18,TRUE
1581,56,1963-04-15,TRUE
1582,54,1934-02-14,FALSE
1583,1,1972-01-08,TRUE
1584,1,1962-01-29,TRUE
1585,60,1935-07-20,FALSE
1586,60,1934-01-12,TRUE
1587,23,1928-05-05,FALSE
1588,45,1950-10-29,FALSE
1589,48,1951-11-27,TRUE
1590,13,1940-08-10,TRUE
1591,42,1953-07-07,TRUE
1592,56,1928-04-11,FALSE
1593,56,1925-05-31,TRUE
1594,56,1939-09-29,FALSE
1595,56,1954-12-16,TRUE
1596,58,1978-10-22,TRUE
1597,60,1956-05-10,FALSE
1598,67,1925-04-25,FALSE
1599,43,1964-10-08,FALSE
1600,43,1965-06-15,TRUE
1601,42,1969-03-29,TRUE
1602,42,1968-12-30,FALSE
1603,26,1968-08-27,FALSE
1604,26,1969-07-21,TRUE
1605,52,1980-09-21,TRUE
1606,65,1982-09-02,FALSE
1607,8,1941-05-26,TRUE
1608,53,1941-11-11,FALSE
1609,53,1944-05-30,TRUE
1610,68,1942-04-23,TRUE
1611,59,1963-12-02,TRUE
1612,59,1959-06-30,FALSE
1613,50,1961-01-15,FALSE
1614,21,1938-05-18,FALSE
1615,74,1952-04-28,TRUE
1616,54,1938-05-23,FALSE
1617,5,1950-04-30,TRUE
1618,17,1979-12-07,TRUE
1619,74,1942-01-27,TRUE
1620,74,1936-05-15,FALSE
1621,76,1952-04-05,TRUE
1622,52,1950-10-12,FALSE
1623,36,1963-07-09,FALSE
1624,9,1965-09-10,FALSE
1625,9,1973-07-12,TRUE
1628,12,1957-03-25,TRUE
1629,28,1966-09-01,FALSE
1630,28,1964-02-19,TRUE
1631,74,1976-04-30,FALSE
1632,8,1943-02-20,TRUE
1633,55,1972-08-28,TRUE
1634,55,1969-11-10,FALSE
1635,75,1930-09-02,TRUE
1636,75,1932-09-12,FALSE
1637,21,1943-10-20,FALSE
1638,40,1954-01-30,TRUE
1639,1,1959-05-01,TRUE
1640,51,1953-06-13,TRUE
1641,31,1923-01-28,TRUE
1642,1,1959-10-10,TRUE
1643,39,1976-04-17,TRUE
1644,56,1976-06-06,FALSE
1645,39,1961-03-10,TRUE
1646,8,1966-03-17,FALSE
1647,71,1978-03-26,TRUE
1648,46,1952-03-12,FALSE
1649,46,1950-03-16,TRUE
1650,1,1953-03-29,FALSE
1651,11,1966-07-10,TRUE
1653,42,1944-06-19,FALSE
1654,60,1963-12-08,FALSE
1655,74,1972-02-04,FALSE
1656,22,1968-06-18,TRUE
1657,32,1935-10-02,FALSE
1658,52,1929-08-21,TRUE
1659,1,1937-12-15,TRUE
1660,1,1982-12-11,TRUE
1661,47,1953-04-16,TRUE
1662,53,1967-09-07,FALSE
1663,19,1957-04-29,FALSE
1664,64,1918-11-10,TRUE
1665,64,1912-03-02,FALSE
1666,1,1941-08-31,FALSE
1667,1,1940-08-13,TRUE
1668,20,1949-08-17,TRUE
1669,47,1952-10-25,FALSE
1670,53,1961-05-07,FALSE
1671,57,1931-09-15,TRUE
1672,57,1928-01-07,FALSE
1673,48,1972-07-09,FALSE
1674,11,1920-10-27,TRUE
1675,74,1940-02-15,FALSE
1676,53,1953-02-03,FALSE
1677,53,1946-09-07,TRUE
1679,67,1942-04-17,TRUE
1680,29,1975-03-28,TRUE
1681,34,1940-11-25,FALSE
1682,69,1956-09-07,FALSE
1683,15,1951-12-24,TRUE
1684,15,1946-10-25,FALSE
1685,61,1944-04-21,TRUE
1686,1,1947-11-08,TRUE
1687,1,1947-02-27,FALSE
1688,32,1923-08-10,FALSE
1689,1,1936-12-04,FALSE
1690,46,1947-08-17,TRUE
1691,21,1978-02-08,TRUE
1692,62,1972-02-07,FALSE
1693,45,1980-07-06,TRUE
1694,45,1979-12-27,FALSE
1696,1,1923-03-21,TRUE
1697,55,1964-01-10,TRUE
1698,55,1967-11-21,FALSE
1699,17,1955-03-11,FALSE
1700,7,1949-03-09,FALSE
1701,7,1945-06-11,TRUE
1702,53,1973-04-07,TRUE
1703,50,1918-01-11,FALSE
1704,50,1914-10-03,TRUE
1705,19,1946-07-01,TRUE
1706,19,1944-07-19,FALSE
1707,10,1951-02-18,FALSE
1709,74,1952-12-13,TRUE
1710,54,1944-02-11,FALSE
1711,64,1962-06-14,TRUE
1712,64,1964-01-01,FALSE
1713,65,1935-04-21,FALSE
1714,58,1945-05-22,FALSE
1717,73,1979-03-07,TRUE
1718,75,1938-07-27,FALSE
1719,35,1970-08-09,FALSE
1720,33,1934-02-24,TRUE
1721,33,1934-07-02,FALSE
1722,68,1933-10-01,FALSE
1723,71,1981-02-28,TRUE
1724,68,1934-10-21,TRUE
1725,76,1959-01-18,TRUE
1726,76,1952-06-03,FALSE
1727,32,1951-01-21,FALSE
1728,32,1946-08-18,TRUE
1729,76,1947-05-16,FALSE
1730,40,1932-12-15,FALSE
1731,17,1968-11-30,TRUE
1733,57,1974-07-20,TRUE
1734,26,1975-11-10,FALSE
1735,26,1976-05-31,TRUE
1736,41,1979-04-17,TRUE
1737,27,1955-07-30,FALSE
1738,27,1963-01-25,TRUE
1741,70,1932-07-02,FALSE
1742,1,1954-06-06,FALSE
1743,3,1959-07-27,FALSE
1744,50,1969-12-28,TRUE
1745,23,1959-10-18,TRUE
1746,11,1959-09-10,TRUE
1747,11,1956-02-20,FALSE
1748,64,1976-12-31,FALSE
1749,50,1928-11-17,TRUE
1750,23,1964-12-31,FALSE
1751,54,1959-01-24,FALSE
1752,70,1978-11-23,FALSE
1753,60,1979-02-26,TRUE
1754,57,1979-05-29,FALSE
1755,65,1965-08-18,TRUE
1756,1,1936-07-08,FALSE
1757,1,1937-09-30,TRUE
1758,35,1947-11-13,FALSE
1759,63,1923-01-16,TRUE
1760,77,1923-03-07,FALSE
1761,45,1948-04-23,FALSE
1762,61,1956-12-30,FALSE
1763,46,1967-12-07,FALSE
1764,66,1971-07-09,FALSE
1765,9,1975-08-03,FALSE
1768,29,1951-04-27,FALSE
1769,12,1949-08-05,FALSE
1770,12,1951-10-15,TRUE
1771,54,1927-10-20,TRUE
1772,73,1979-09-21,TRUE
1774,32,1971-10-05,TRUE
1775,73,1943-12-08,FALSE
1776,30,1954-10-24,TRUE
1777,69,1963-01-08,TRUE
1778,69,1968-09-02,FALSE
1779,37,1935-11-26,FALSE
1780,54,1954-12-09,TRUE
1781,67,1924-08-16,FALSE
1782,19,1948-12-24,FALSE
1783,1,1946-10-05,TRUE
1784,2,1980-11-02,TRUE
1785,39,1975-11-25,FALSE
1786,63,1934-06-25,TRUE
1787,63,1931-11-28,FALSE
1788,1,1950-03-23,FALSE
1789,61,1933-08-07,TRUE
1790,1,1953-05-28,FALSE
1791,5,1966-05-12,TRUE
1792,54,1975-09-01,FALSE
1793,41,1945-03-17,TRUE
1794,54,1940-03-30,TRUE
1795,38,1960-02-28,TRUE
1796,10,1938-11-23,FALSE
1797,10,1941-11-04,TRUE
1798,70,1933-07-08,FALSE
1799,36,1959-06-26,FALSE
1800,63,1943-09-28,TRUE
1801,66,1970-01-01,FALSE
1802,66,1964-10-16,TRUE
